,wine_name,taster,desc,rating,Price,Designation,Variety,Appellation,Winery,Alcohol,Bottle Size,Category,Date Published,User Avg Rating,Importer,badge
63,Glenora 2010 Late Harvest Riesling (Finger Lakes),Anna Lee C. Iijima,"Notes of sweet quince preserves, lilac and lavender gently perfume this aromatic late-harvest Riesling. Quite voluptuous in body, with rich fruit flavor and a lush, creamy texture, it finishes long, with a hint of sweetness that's balanced by brisk white-tea astringency.",90,$30,Late Harvest,Riesling,"Finger Lakes, Finger Lakes, New York, US",Glenora,12%,750 ml,White,11/1/2012,Not rated yet [Add Your Review],,
64,Foxen 2010 7200 Grassini Vineyard Cabernet Sauvignon (Happy Canyon of Santa Barbara),,"Lots of ripe, luscious raspberry, cherry and mocha fruit in this Cabernet. It has good acidity and some fine tannins. One drawback is the finish, which is rich in brown sugar and glycerine, with high alcohol. Drink up.",87,$42,7200 Grassini Vineyard,Cabernet Sauvignon,"Happy Canyon of Santa Barbara, Central Coast, California, US",Foxen,15.8%,750 ml,Red,8/1/2013,Not rated yet [Add Your Review],,
65,David Hill 2009 Estate Gewürztraminer (Willamette Valley),Paul Gregutt,"Light scents of rose petals and rose soap introduce this elegant Gewurztraminer. Clean and tasting a bit tart, this would make an excellent aperitif, lightly chilled.",87,$16,Estate,Gewürztraminer,"Willamette Valley, Willamette Valley, Oregon, US",David Hill,13.3%,750 ml,White,3/1/2012,Not rated yet [Add Your Review],,
66,Fattoria Alois 2006 Cunto Pallagrello (Campania),,Here's a well-toasted red wine from Southern Italy that sees eight months of oak for added aromas of spice and tobacco. It has a sophisticated edge and loads of fresh fruit nuances at the core.,88,$45,Cunto,"Pallagrello, Italian White","Campania, Southern Italy, Italy",Fattoria Alois,13%,750 ml,Red,3/1/2009,Not rated yet [Add Your Review],Domaine Select Wine & Spirits,
67,Terredora 2010 Piedirosso (Lacryma Christi del Vesuvio),Kerin O’Keefe,"Here's an earthy wine that opens with aromas of tilled earth, ripe berry and game. The palate offers black cherry, ripe raspberry, plum, fig and coffee, with a note of bitter nut on the finish.",87,$21,,"Piedirosso, Italian Red","Lacryma Christi del Vesuvio, Southern Italy, Italy",Terredora,13%,750 ml,Red,9/1/2014,Not rated yet [Add Your Review],Vias Imports,
68,Mastroberardino 1999 Riserva Cento Trenta  (Taurasi),,"This is a beautifully aged Collector's Edition of Taurasi made to celebrate Mastroberardino's 130th anniversary as an exporter of wine to Europe and America. Elegant and aristocratic, the wine delivers fine notes of resin, molasses, black licorice, prune and plum cake. The intensity of flavors is remarkable and the wine has thick, impenetrable density and solid tannins.",94,N/A,Riserva Cento Trenta,"Aglianico, Italian Red","Taurasi, Southern Italy, Italy",Mastroberardino,13.5%,750 ml,Red,10/1/2008,Not rated yet [Add Your Review],The Winebow Group LLC,Cellar Selection
69,Zepaltas 2013 Suacci Vineyard Pinot Noir (Sonoma Coast),Virginie Boone,"An ethereally lithe and elegant wine, the aromatic profile and exuberance on the palate suggest savory and spicy specks of pomegranate, cranberry and even rhubarb. It's fresh, structured and well-integrated, with a bite of bark and clove on the rounded finish.",94,$48,Suacci Vineyard,Pinot Noir,"Sonoma Coast, Sonoma, California, US",Zepaltas,13%,750 ml,Red,5/1/2016,Not rated yet [Add Your Review],,
70,Bründlmayer NV Brut Reserve Sparkling (Österreichischer Sekt),Anne Krebiehl MW,"Notes of Golden Delicious apple and rye bread crumb on the nose signal both freshness and autolytic richness. The palate then portrays salty, buttery short crust, still imbued with that apple freshness, set against yeasty texture and depth, pervaded by lemon freshness and enlivened by creamy, fine, salty foam. Gorgeous balance, wonderful freshness, great elegance. Bravo.",93,$47,Brut Reserve,"Sparkling Blend, Sparkling","Österreichischer Sekt, Austria",Bründlmayer,12%,750 ml,Sparkling,12/1/2020,Not rated yet [Add Your Review],"Skurnik Wines, Inc",
71,Mesa 2013 Buio  (Carignano del Sulcis),Kerin O’Keefe,"Scents of perfumed berry, eucalyptus, chopped herb and a whiff of leather unfold in the glass. The smooth, delicious palate doles out juicy black cherry, crushed raspberry, freshly ground black pepper and anise alongside polished, velvety tannins.",92,$25,Buio,"Carignano, Carignan","Carignano del Sulcis, Sicily & Sardinia, Italy",Mesa,13.5%,750 ml,Red,10/1/2015,Not rated yet [Add Your Review],Montcalm Wine Importers,
72,Henri Goutorbe 2005 Spécial Club Grand Cru Brut  (Champagne),Roger Voss,"Goutorbe is a member of the Spécial Club grouping of grower producers, which tastes and approves each other's special cuvée. This 2005, with its ripe fruits and the beginnings of bottle age, is a worthy member. It has delicious apple and white peach fruits, lively acidity and a texture that is moving towards toastiness. The wine is ready to drink.",92,$92,Spécial Club Grand Cru Brut,"Champagne Blend, Sparkling","Champagne, Champagne, France",Henri Goutorbe,12%,750 ml,Sparkling,12/1/2014,Not rated yet [Add Your Review],"Skurnik Wines, Inc",
73,Patit Creek Cellars 2009 Sagemoor Vineyards Riesling (Columbia Valley (WA)),Paul Gregutt,"Give this wine some airing out to let the SO2 blow off, and it will reward you with a pleasant mix of orange peel, sweet citrus and honeydew fruit. The residual sugar is 1.35%, but it feels a bit sugary in the mouth—definitely in the off-dry camp. Some of the fruit is from a 1973 Sagemoor block, among the oldest Riesling in Washington.",88,$16,Sagemoor Vineyards,Riesling,"Columbia Valley (WA), Columbia Valley, Washington, US",Patit Creek Cellars,N/A,750 ml,White,10/1/2010,Not rated yet [Add Your Review],,
74,Quintessa 1999 Red (Rutherford),,"Displays distinct valley-floor qualities, with its well-ripened black-currant fruit and soft, intricately woven tannins. Feels rich and lush in the mouth, and coats the palate through the long finish. Oak provides a context, but doesn't overwhelm. Feels too soft to age, but you never know. —S.H.",93,$100,,Bordeaux-style Red Blend,"Rutherford, Napa, California, US",Quintessa,N/A,750ML,Red,12/31/2002,Not rated yet [Add Your Review],,
75,Grans-Fassian 2003 QbA Riesling (Mosel-Saar-Ruwer),Joe Czerwinski,"Shows more delicacy than many 2003s, with flowery, green fruit aromas and a light, ethereal mouthfeel. Pear and melon flavors are easy to enjoy now, finishing soft. Imported by Valckenberg International, Inc.",86,$17,QbA,Riesling,"Mosel-Saar-Ruwer, Germany",Grans-Fassian,10%,750ML,White,5/1/2005,Not rated yet [Add Your Review],"Valckenberg International, Inc",
76,Lachini 2006 Pinot Gris (Oregon),Paul Gregutt,"Ripe, tropical flavors of pear, peach and banana mingle in this blend of five vineyards. It's fleshy and ripe.",88,$20,,Pinot Gris,"Oregon, Oregon Other, Oregon, US",Lachini,14.2%,750 ml,White,2/1/2009,Not rated yet [Add Your Review],,
77,Carson Ridge 2018 Reserve Cabernet Sauvignon (Paso Robles Estrella District),Matt Kettmann,"Dried flowers, taut berries and crushed stone show on the nose of this reserve bottling. Elegantly chiseled tannins frame the sip, delivering ripe flavors of blackberry and plum with underlying hints of dried purple flowers.",90,$18,Reserve,Cabernet Sauvignon,"Paso Robles Estrella District, Central Coast, California, US",Carson Ridge,14.2%,750 ml,Red,12/1/2020,Not rated yet [Add Your Review],,
78,Acorn 2006 Alegría Vineyard Heritage Vines Zinfandel (Russian River Valley),,"Rich and savory, with jammy-sweet, briary blackberry, cherry, currant, mocha, tabasco and dusty spice flavors that are intricate and complex. It's a strong, direct wine, yet has Zin's classic appeal.",88,$35,Alegría Vineyard Heritage Vines,Zinfandel,"Russian River Valley, Sonoma, California, US",Acorn,14.8%,750 ml,Red,4/1/2009,Not rated yet [Add Your Review],,
79,Bruno Rocca 2014 Currà Riserva  (Barbaresco),Kerin O’Keefe,"Truffle, espresso, hazelnut and blue flower aromas emerge from the glass along with whiffs of toasted oak. On the elegantly structured palate, fine-grained tannins support red cherry, blood orange, star anise and a hint of espresso. Bright acidity keeps it balanced. Drink through 2026.",91,$201,Currà Riserva,Nebbiolo,"Barbaresco, Piedmont, Italy",Bruno Rocca,14.5%,750 ml,Red,10/1/2020,Not rated yet [Add Your Review],Soilair Selection,
80,Domaine Leflaive 2003 Clavoillon Premier Cru  (Puligny-Montrachet),Roger Voss,"It's not so much the fruit but the richness and concentration that mark this wine. Yet it's not superripe because of the hot 2003 vintage. This wine, with its origins in biodynamically grown grapes, preserves a great purity of fruit as it layers intense almond and citrus flavors over vanilla and yellow fruit tastes. It should age well.",95,$113,Clavoillon Premier Cru,Chardonnay,"Puligny-Montrachet, Burgundy, France",Domaine Leflaive,N/A,750 ml,White,12/1/2006,Not rated yet [Add Your Review],Wilson Daniels Ltd,
81,Les Caves Roties de Pente 2006 Syrah (Dry Creek Valley),,"A bit brawny, with sweet, pie-filling flavors of blackberries and cherries, sprinkled with cocoa, cinnamon and pepper, like a Starbucks drink. Shows the rich tannins and briary notes of a Dry Creek Valley red.",86,$35,,Syrah,"Dry Creek Valley, Sonoma, California, US",Les Caves Roties de Pente,14.6%,750 ml,Red,5/1/2010,Not rated yet [Add Your Review],,
82,Robert Pepi 2007 Pinot Grigio (California),,"Bone dry and nicely crisp, and the price is right, but the wine itself has some problems. The fruits tend toward lean, tart grapefruits, lemons and limes, with a touch of vegetable.",83,$11,,Pinot Grigio,"California, California Other, California, US",Robert Pepi,13.5%,750 ml,White,10/1/2010,Not rated yet [Add Your Review],,
83,Ancient Peaks 2009 Oyster Ridge Red (Paso Robles),,"A blend of Cabernet Sauvignon, Petite Sirah, Petit Verdot and Malbec, this is bone dry and full bodied, and it strikes the palate with rustic tannins. It has a complexity that's hard to define, and it will pair well with grilled meats or stews.",90,$50,Oyster Ridge,Bordeaux-style Red Blend,"Paso Robles, Central Coast, California, US",Ancient Peaks,14.1%,750 ml,Red,4/1/2013,Not rated yet [Add Your Review],,
84,Château Cantinot 2009 Haut Boutet de Château Cantinot  (Premieres Côtes de Blaye),Roger Voss,"Fruity and earthy, this is a spice- and black currant-filled wine. With Malbec in the blend, it has distinct tannins that give shape to the juicy fruit.",86,N/A,Haut Boutet de Château Cantinot,Bordeaux-style Red Blend,"Premieres Côtes de Blaye, Bordeaux, France",Château Cantinot,N/A,750 ml,Red,11/1/2011,Not rated yet [Add Your Review],Roberts Fine Wines,
85,Greg Norman Estates 2016 Reserve Cabernet Sauvignon (Napa Valley),Virginie Boone,"With the assistance of winemaker Margo Van Staaveren, the golfer offers a 100% varietal wine that's soft and supple in appeal. Red fruit and light spice, chocolate and cedar notes accent a rich full-bodied character that's dense, dark and brooding.",88,$75,Reserve,Cabernet Sauvignon,"Napa Valley, Napa, California, US",Greg Norman Estates,15%,750 ml,Red,8/1/2019,Not rated yet [Add Your Review],,
86,Symington Family Estates 2015 Quinta do Ataíde Red (Douro),Roger Voss,"The extensive organic vineyard of Quinta do Ataíde is in the Douro Superior. This wine, made from selected parcels of vines, is full, spicy with hints of the wood aging, along with mint aromas. Its richness and its dense texture are lightened by acidity. It will still need to age further, so drink from 2020.",92,$23,Quinta do Ataíde,Portuguese Red,"Douro, Portugal",Symington Family Estates,14.5%,750 ml,Red,4/1/2019,Not rated yet [Add Your Review],"Premium Port Wines, Inc",
87,Adams Bench 2012 Red Willow Vineyard Cabernet Sauvignon (Yakima Valley),Sean P. Sullivan,"Aromatically brooding, this wine slowly opens to reveal notes of scorched earth, incense, cassis, herbs and flowers. It coats the palate with layer upon layer of cherry and plum flavors supported by chewy tannins. The finish lingers. It will be best after 2020.",93,$60,Red Willow Vineyard,Cabernet Sauvignon,"Yakima Valley, Columbia Valley, Washington, US",Adams Bench,14.9%,750 ml,Red,11/1/2015,Not rated yet [Add Your Review],,Cellar Selection
88,Mommessin 2001 Les Champs Gain Premier Cru  (Puligny-Montrachet),Joe Czerwinski,"Lavishly oaked, with toast and smoke dominating hints of peaches and vanilla on the nose. Turns lemony on the palate, which is big and bulky, yet very tart and smoky on the finish. Young and disjointed right now.",86,$59,Les Champs Gain Premier Cru,Chardonnay,"Puligny-Montrachet, Burgundy, France",Mommessin,N/A,750ML,White,10/1/2003,Not rated yet [Add Your Review],Marie Brizard Wines & Spirits,
89,Tamber Bey 2006 Deux Chevaux Vineyard Chardonnay (Yountville),,"Sweet new oak and jammy tropical fruit co-star in this Chard, offering immediate gratification but little complexity or follow-through. Needs a defter, more sensitive hand, especially at this price.",83,$40,Deux Chevaux Vineyard,Chardonnay,"Yountville, Napa, California, US",Tamber Bey,14.8%,750 ml,White,12/31/2008,Not rated yet [Add Your Review],,
90,Cameron Hughes 2007 Lot 96 Cabernet Sauvignon (Stellenbosch),Susan Kostrzewa,"This rustic Cab offers green spicy pepper and smoke on the nose, with flavors of green pepper, smoke and blackberries on the palate. Sturdy tannins and some cedary, woody complexity give it extra character. A unique find that speaks of its terroir.",85,$12,Lot 96,Cabernet Sauvignon,"Stellenbosch, South Africa",Cameron Hughes,14%,750 ml,Red,11/1/2009,Not rated yet [Add Your Review],Cameron Hughes Wine,
91,Chronicle 2009 Savoy Vineyard Pinot Noir (Anderson Valley),,"The grapes obviously were well grown, as this wine shows a particular intensity of red cherry fruit, as well as minerality. The acidity is just about perfect, the tannins brisk and fine. Yet it's too young to offer full enjoyment. Cellar this polished Pinot Noir for 4–6 years to let it change in interesting ways.",94,$60,Savoy Vineyard,Pinot Noir,"Anderson Valley, Mendocino County, California, US",Chronicle,13.9%,750 ml,Red,5/1/2012,Not rated yet [Add Your Review],,Cellar Selection
92,Graci 2010 Quota 600  (Etna),,"A blend of Carricante and Catarratto from vineyards plated 600 meters above sea level on the slopes of Mount Etna, Quota 600 is among Sicily's best white wines. Compact, tonic and streamlined, it does a beautiful job of presenting delicate floral and peach fruit aromas against an austere backdrop of crushed stone and talcum powder.",90,$39,Quota 600,White Blend,"Etna, Sicily & Sardinia, Italy",Graci,12.5%,750 ml,White,4/1/2012,Not rated yet [Add Your Review],Massanois Imports,
93,Domaine René Bouvier 2018 Grand Cru  (Echézeaux),Anne Krebiehl MW,"This wine is shy on the nose, just revealing a brooding hint of oak and red fruit. On the palate a richness appears, overlaying the concentration of the red fruit with oak to create a dense, smooth texture. Red-cherry notes blossom slowly, breaking through the tight and graceful tannic web. Freshness shows that the fruit was captured at a perfect juncture. Perfume, elegance and subtle power are all there.",96,$170,Grand Cru,Pinot Noir,"Echézeaux, Burgundy, France",Domaine René Bouvier,13.5%,750 ml,Red,12/1/2020,Not rated yet [Add Your Review],Multiple U.S. importers,
