,taster,desc,rating,Price,Designation,Variety,Appellation,Winery,Alcohol,Bottle Size,Category,Date Published,User Avg Rating,Importer,badge
73,Anna Lee C. Iijima,"Tangs of crushed stone and mineral accent crisp apricot and pear in this full-bodied blend of Clairette, Roussanne, Grenache Blanc and Viognier. Sourced from clay-limestone soils, it offsets a rich, textural mouthfeel with thrilling freshness. The finish is marked but a whisper of smoky spice. Enjoy now–2027.",91,$29,Les Amouriers,Rhône-style White Blend,"Vacqueyras, Rhône Valley, France",Domaine des Amouriers,14.5%,750 ml,White,9/1/2020,Not rated yet [Add Your Review],Robert Kacher Selections,
74,Paul Gregutt,"This five grape southern Rhône-style blend shows sour cherry fruit, set in an earthy frame. Simple and rugged, it's suitable for every day drinking.",85,$20,Dark Star,Rhône-style Red Blend,"Columbia Valley (WA), Columbia Valley, Washington, US",Kana,14.1%,750 ml,Red,3/1/2014,Not rated yet [Add Your Review],,
75,Roger Voss,"Smooth and ripe, this is full of red fruits that are layered with wood influence and attractive tannins. It has an enticing juicy character, with its soft texture bearing a spice note and fine acidity on the finish.",89,$50,Château de Chamirey Clos du Roi Premier Cru,Pinot Noir,"Mercurey, Burgundy, France",Domaines Devillard,13%,750 ml,Red,8/1/2012,Not rated yet [Add Your Review],Siltstone Wines,
76,Virginie Boone,"Oaky toast and salty, firm acidity give this wine a flavor profile of lemon, apple and dried herb that's lengthy and full of complexity. Medium bodied, it finds balance between fruit flavors and a savory edge, remaining bright and rich on the palate.",91,$52,Vintner Select Cuvée,Chardonnay,"Sonoma County, Sonoma, California, US",Pride Mountain,14.2%,750 ml,White,9/1/2017,Not rated yet [Add Your Review],,
77,,"Made with organically-farmed fruit, this Cabernet Sauvignon offers a hint of spice and natural rubber at the outset that is followed by black fruit, red cherry and cola. There's a raw or sharp feel in the mouth.",84,N/A,Il Balòss,Cabernet Sauvignon,"Colli Piacentini, Central Italy, Italy",Tenuta Villa Tavernago,13%,750 ml,Red,8/1/2013,Not rated yet [Add Your Review],First Tier Imports,
78,Anne Krebiehl MW,"Softly scented with tart apple and fresh citrus, this unfolds into an array of shimmering, tart, fresh but full-fruited apple notes. The palate is dry and juicy with freshness, the body is slender but concentrated. There are hints of saltiness and stone. This is a little powerhouse of flavor and drive with supreme purity. Drink 2016–2026.",94,$40,Pfersigberg Grand Cru,Riesling,"Alsace, Alsace, France",Martin Schaetzel,13%,750 ml,White,4/1/2016,Not rated yet [Add Your Review],New France Wine Co,
79,Roger Voss,"This wine is ripe, full of yellow fruits that are balanced with crisp acidity. That gives a balanced wine that is juicy, perfumed and rich. The aftertaste is equally attractive, showing lemon-zest flavor.",88,$25,,Chardonnay,"Mâcon La Roche Vineuse, Burgundy, France",Chanson Père et Fils,13%,750 ml,White,8/1/2016,Not rated yet [Add Your Review],Vintus LLC,
80,Matt Kettmann,"This bottling remains as impressive and delicious as it did upon debut two vintages ago. Aromas of black cherry, hickory smoke and vanilla cookie lead into a palate of brown sugar, sea salt, caramel and black-cherry foam, all framed by polished tannins and just enough acidity.",95,$50,,Cabernet Sauvignon,"Paso Robles, Central Coast, California, US",Austin Hope,15%,750 ml,Red,12/1/2019,Not rated yet [Add Your Review],,
81,Kerin O’Keefe,"Aromas evoking toasted oak and yellow stone fruit mingle with a whiff of crushed rock. The round, brawny palate offers toast, ripe peach, baked apple and tangerine alongside a salty mineral note.",89,$32,Penòner,Pinot Grigio,"Alto Adige, Northeastern Italy, Italy",Kurtatsch,14%,750 ml,White,12/31/2018,Not rated yet [Add Your Review],Wine Icons,
82,Michael Schachner,"Stewy aromas of berry fruits and wet dog are barely acceptable. This wine feels plump and round, with reasonable balance. Flavors of black plum, blackberry and mocha end with notes of coffee and soft tannins.",84,$10,,"Syrah-Grenache, Rhône-style Red Blend","Cariñena, Northern Spain, Spain",Beso de Vino,13.5%,750 ml,Red,12/1/2016,Not rated yet [Add Your Review],"World Wineries, Inc.",
83,,"Good price for a  nicely dry, fruity Merlot that offers rich, ripe tannins that frame cherry, blackberry and spice flavors. For an everyday wine, it shows lots of elegance and finesse.",85,$11,,Merlot,"Napa County, Napa, California, US",Castle Rock,13.5%,750ML,Red,2/1/2007,Not rated yet [Add Your Review],,
84,Michael Schachner,"Oily, salinic aromas of match stick and pickled white fruits offer up a pinched palate with briny, stalky flavors of burnt orange and passion fruit. A briny tasting, clampy finish doesn't do much to bring this around.",84,$14,Estate Made with Organic Grapes,Sauvignon Blanc,"Maipo Valley, Chile",De Martino,13.5%,750 ml,White,9/1/2013,Not rated yet [Add Your Review],Opici Wines,
85,Michael Schachner,"As it smells blowsy, stalky and oily, this is probably already past its freshness point. It feels chunky and sort of flat, with mealy apple flavors leading to a honeyed finish that feels fleshy. This is a blend of 50% Viura, 40% Chardonnay and 10% Muscat.",83,$11,Chardonnay-Viura-Muscat,White Blend,"Cariñena, Northern Spain, Spain",Campos de Luz,13%,750 ml,White,7/1/2012,Not rated yet [Add Your Review],Vinergia Spanish Wines,
86,,"This is a hearty and masculine Brunello that is redolent of espresso syrup, cherry liqueur, rum cake and moist pipe tobacco. The tannins show some grittiness in texture and the finish is capped by long-lasting freshness.",89,$57,,"Sangiovese Grosso, Sangiovese","Brunello di Montalcino, Tuscany, Italy",Piombaia Rossi-Cantini,13.5%,750 ml,Red,5/1/2013,Not rated yet [Add Your Review],Good Earth Wines,
87,Roger Voss,Dense tannins balance well with ripe black fruits in this wine. Juicy acidity and black-currant flavors shine while the tannins are a good support. Drink from 2021.,89,$45,,Merlot,"Castillon Côtes de Bordeaux, Bordeaux, France",Château Picoron,14.5%,750 ml,Red,3/1/2020,Not rated yet [Add Your Review],Misa Imports,
88,Joe Czerwinski,"Starts off with slightly confectionary cherry fruit, accented by peppery spice aromas and flavors. The structure is extremely soft, definitely making it a drink-now sort of wine.",83,$17,La Ciboise,Rhône-style Red Blend,"Luberon, Rhône Valley, France",M. Chapoutier,14.5%,750 ml,Red,12/31/2011,Not rated yet [Add Your Review],Terlato Wines International,
89,Roger Voss,92–94. Barrel Sample. The wine shows balance and complexity in both tannic structure and fruit tones leading to a lightly smoky finish.,93,N/A,Barrel Sample,Bordeaux-style Red Blend,"Pauillac, Bordeaux, France",Château Lynch-Moussas,N/A,750 ml,Red,4/1/2014,Not rated yet [Add Your Review],Borie-Manoux,
90,Anne Krebiehl MW,"Subtle, almost cooling smoke spreads over the red-fruited aromas of this wine. The same subtle game is played on the slender, smooth but toned body, where tart red cherry and berry bathe in distant woodsmoke. Concentration is there but unobtrusive: this wine glides like silk.",94,$98,Pitures Premier Cru,Pinot Noir,"Volnay, Burgundy, France",Bitouzet-Prieur,13%,750 ml,Red,12/1/2020,Not rated yet [Add Your Review],Rosenthal Wine Merchant,
91,,"Browning, with a tobacco, carob, earth and pine bouquet, this medium-weight bottling wears its age with class. The fruit is fully mature and starting to fade, but there's enough left to support tasty, complex spice and earth notes. Inherently well-balanced, it finishes long, still showing good acids and tannins, with attractive smoke, coffee and meat notes. Drink now.",90,$75,Artist Series,Cabernet Sauvignon,"Sonoma County, Sonoma, California, US",Kenwood,N/A,750 ml,Red,4/1/2002,Not rated yet [Add Your Review],,
92,,"This big, rich, barrel-fermented blend of Fiano and Greco comes close to being too much of a good thing. Buttery, nutty aromas accent sweet pears and tropical fruit, while the mouthfeel is oily and dense, leaving a long, toasty finish behind.",87,$36,Campanaro,White Blend,"Irpinia, Southern Italy, Italy",Feudi di San Gregorio,N/A,750ML,White,12/1/2002,Not rated yet [Add Your Review],Palm Bay International,
93,,"An elegant Chardonnay, with a smooth mouthfeel. Has a yellow-fruit core that's not at all tropical. Finishes with nuances of nut, ginger and spice. A good food wine, more complementary than showy.",89,$30,Heritage Reserve,Chardonnay,"Carneros, Napa-Sonoma, California, US",Schug,N/A,750ML,White,5/1/2004,Not rated yet [Add Your Review],,
94,,"Held back an extra year and co-released with the '02, this is the best California Nebbiolo I've ever had. There haven't been many serious competitors, but here is a producer that takes the variety seriously. It's made in the style of a Napa Cab, soft and ripe, with intricately layered cherry, plum, minty chocolate and new oak flavors that finish dry and spicy. You can open it now, but it has the tannic depth for 10–15 years in the cellar.",94,$80,Giovanna-Jeanette Bien Nacido Vineyards,Nebbiolo,"Santa Maria Valley, Central Coast, California, US",Nonno Zito,14.5%,750 ml,Red,6/1/2007,Not rated yet [Add Your Review],,Cellar Selection
95,,"Like the Pinot, this wine is a touch light in weight. The briary, peppery berry flavors are true to the appellation, they just need to be amped up.",85,$18,,Zinfandel,"Russian River Valley, Sonoma, California, US",De Loach,N/A,750ML,Red,8/1/2005,Not rated yet [Add Your Review],,
96,Paul Gregutt,"Nicely fruited with a mix of grapefruit, apricot and melon flavors, this is open and easy to enjoy with a range of dishes. A slight hint of vanilla butter cookie adds interest to the finish.",87,$18,Gilt,Pinot Gris,"Willamette Valley, Willamette Valley, Oregon, US",Ancient Cellars,13.6%,750 ml,White,4/1/2016,Not rated yet [Add Your Review],,
97,Michael Schachner,"Floral aromas of violet, lemon peel, Graham cracker, plum and boysenberry stray from normal. This Cabernet-led blend feels wide, jammy and little soft in the center. Herbal blueberry flavors are slightly unfocused, while this is lush and jammy but lacks spine on the finish.",89,$50,Codigo,"Red Blends, Red Blends","Cachapoal Valley, Chile",Casas del Toqui,14%,750 ml,Red,3/1/2017,Not rated yet [Add Your Review],Winery Direct,
98,Christina Pickard,"This wine is luscious and fruit forward, with less savory, stalky notes than its counterpart single-vineyard bottling, Clarendon Smart. Notes of ripe cherry, raspberry, flowers, dried herbs and just a touch of smoked meat lead onto a palate that shows plenty of fruit weight but also a good lick of acidity. It's tasty now but it's likely this wine's best is yet to come. Drink now–2025.",91,$50,Blewitt Springs Schuller Rd,Grenache,"McLaren Vale, South Australia, Australia",Thistledown,14.5%,750 ml,Red,4/1/2019,Not rated yet [Add Your Review],Wine Dogs Imports LLC,
99,Roger Voss,"grand showplace of Fronsac, the fairytale castle of Rivière is now also a B&B. In terms of wines, this is firm, quite dark in texture, almost austere, with just hints of ripe fruit showing through.",87,N/A,,Bordeaux-style Red Blend,"Fronsac, Bordeaux, France",Château de la Rivière,N/A,750 ml,Red,6/1/2007,Not rated yet [Add Your Review],Château de la Rivière,
100,,"The ripe fruit here bears lots of oak, yielding a black plum and licorice flavor profile, but it's pleasing and balanced on the palate. Sweet wood and cherry aromas play out on the fairly tannic finish. Good now, better in a year, but you have to have a taste for wood.",87,$12,Arcano,Sangiovese,"Chianti Colli Senesi, Tuscany, Italy",Cecchi,13%,750ML,Red,4/1/2001,Not rated yet [Add Your Review],Banfi Vintners,Best Buy
101,Virginie Boone,"Leather saddle and chocolate overlay a juicy midpalate of cassis, blackberry and dried herb that's soft and supple on the palate. Tightly wound, time in the bottle should do wonders to tame the tight oak and tannin, and temper the powerful finish. Cellar through 2022.",91,$200,Fortieth Anniversary Gravelly Meadow,Cabernet Sauvignon,"Diamond Mountain District, Napa, California, US",Diamond Creek,14.1%,750 ml,Red,2/1/2016,Not rated yet [Add Your Review],,Cellar Selection
102,Michael Schachner,"A bit sparse in terms of fruit, but still jammy and ripe enough to please. Look for raspberry and black cherry flavors, and a fresh, fairly acidic finish. A snappy, crisp Chianti.",86,$20,,Sangiovese,"Chianti Classico, Tuscany, Italy",Carpineto,13%,750ML,Red,10/1/2004,Not rated yet [Add Your Review],Cazanove Opici Wine Corp,
103,Virginie Boone,"High-toned citrus is wrapped in youthful oak in this integrated, textured wine that's medium in weight and ripeness. A dustiness of crushed rock and nutmeg ride along the underside of the palate, lending nuance and savory balance to the fruit before a bolt of acidity hits the fresh, focused finish.",91,$65,Heintz Vineyard,Chardonnay,"Russian River Valley, Sonoma, California, US",Williams Selyem,14.3%,750 ml,White,8/1/2018,Not rated yet [Add Your Review],,
104,Joe Czerwinski,"With the number of really good dessert wines available for under $12 per bottle severely limited, this is a refreshing ray of golden sweetness. Dried apricots add enough citrus pith to partially balance out the intensely sweet flavors. Drink in the lusciousness over the next couple of years.",89,$11,The Stump Jump Sticky Chardonnay,Chardonnay,"McLaren Vale-Adelaide Hills, South Australia, Australia",D'Arenberg,10.5%,375 ml,Dessert,9/1/2010,Not rated yet [Add Your Review],Old Bridge Cellars,Best Buy
105,Roger Voss,"This ripe, bright, fruity wine has a light texture and swathes of crisp apple fruits. Attractive tangy acidity balances the open character. It's a style that matures quickly, so drink now.",86,$37,,Sauvignon Blanc,"Sancerre, Loire Valley, France",Florian Mollet,13%,750 ml,White,9/1/2020,Not rated yet [Add Your Review],Seaview Imports,
106,Lauren Buzzeo,"This wine opens with ripe aromas of black plum and boysenberry fruit, accented by hints of licorice root and menthol. The fruity core continues to shine on the smooth, round palate, alongside accents of purple violet, black tea and oak-driven spice that linger through the close.",89,$33,Sha'al Single Vineyard,Merlot,"Galilee, Israel",Carmel,14.5%,750 ml,Red,4/1/2013,Not rated yet [Add Your Review],Royal Wine Corporation,
107,Virginie Boone,"Meat and tobacco drive a savory edge in this full-bodied wine, though there are plenty of fruity concentrated layers of blueberry, raspberry and plum. Thick and tannic in feel, bright acidity lightens the broodiness.",90,$35,Estate Grown Family Owned,Malbec,"Sonoma Valley, Sonoma, California, US",Kunde,14.5%,750 ml,Red,7/1/2019,Not rated yet [Add Your Review],,
